ProteinName,UniProt ID,DiseaseName,UMLS concept ID
Tumor necrosis factor ligand superfamily member 11,O14788,Eclampsia,C0013537
Interleukin-4,P05112,Eclampsia,C0013537
"Cytochrome P450 11B2, mitochondrial",P19099,Eclampsia,C0013537
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,Eclampsia,C0013537
Annexin A5,P08758,Eclampsia,C0013537
Rho-associated protein kinase 2,O75116,Eclampsia,C0013537
Mannose-binding protein C,P11226,Eclampsia,C0013537
Follistatin,P19883,Eclampsia,C0013537
Interleukin-1 receptor antagonist protein,P18510,Eclampsia,C0013537
Protein kinase C beta type,P05771,Eclampsia,C0013537
Protein kinase C delta type,Q05655,Eclampsia,C0013537
Cytochrome b-245 light chain,P13498,Eclampsia,C0013537
Proto-oncogene c-Fos,P01100,Eclampsia,C0013537
Transcription factor AP-1,P05412,Eclampsia,C0013537
Thioredoxin,P10599,Eclampsia,C0013537
"Actin, cytoplasmic 1",P60709,Eclampsia,C0013537
Transcription factor p65,Q04206,Eclampsia,C0013537
Interleukin-23 subunit alpha,Q9NPF7,Eclampsia,C0013537
Metal regulatory transcription factor 1,Q14872,Eclampsia,C0013537
Fibrillin-2,P35556,Eclampsia,C0013537
Afamin,P43652,Eclampsia,C0013537
Pregnancy-specific beta-1-glycoprotein 5,Q15238,Eclampsia,C0013537
Heat shock 70 kDa protein 4,P34932,Eclampsia,C0013537
Pappalysin-1,Q13219,Eclampsia,C0013537
Tachykinin-3,Q9UHF0,Eclampsia,C0013537
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,Eclampsia,C0013537
Transcription factor p65,Q04206,Eclampsia,C0013537
Nectin-4,Q96NY8,Eclampsia,C0013537
Diacylglycerol kinase iota,O75912,Eclampsia,C0013537
Glutathione S-transferase Mu 1,P09488,Eclampsia,C0013537
"Nitric oxide synthase, inducible",P35228,Duodenal Ulcer,C0013295
Prothrombin,P00734,Duodenal Ulcer,C0013295
Vascular endothelial growth factor A,P15692,Duodenal Ulcer,C0013295
Histo-blood group ABO system transferase,P16442,Duodenal Ulcer,C0013295
Plasminogen activator inhibitor 1,P05121,Duodenal Ulcer,C0013295
Apoptosis regulator Bcl-2,P10415,Duodenal Ulcer,C0013295
Prostaglandin G/H synthase 2,P35354,Duodenal Ulcer,C0013295
Potassium-transporting ATPase alpha chain 1,P20648,Duodenal Ulcer,C0013295
Cytosolic phospholipase A2,P47712,Duodenal Ulcer,C0013295
Tumor necrosis factor,P01375,Duodenal Ulcer,C0013295
Glutathione S-transferase Mu 1,P09488,Duodenal Ulcer,C0013295
Glutathione S-transferase theta-1,P30711,Duodenal Ulcer,C0013295
Interleukin-6,P05231,Duodenal Ulcer,C0013295
Mitogen-activated protein kinase 1,P28482,Duodenal Ulcer,C0013295
Interferon gamma,P01579,Duodenal Ulcer,C0013295
Alpha-1-antitrypsin,P01009,Duodenal Ulcer,C0013295
Pro-epidermal growth factor,P01133,Duodenal Ulcer,C0013295
Interleukin-8,P10145,Duodenal Ulcer,C0013295
Plasminogen activator inhibitor 2,P05120,Duodenal Ulcer,C0013295
Transforming growth factor beta-1,P01137,Duodenal Ulcer,C0013295
Mitogen-activated protein kinase 14,Q16539,Duodenal Ulcer,C0013295
Interleukin-2,P60568,Duodenal Ulcer,C0013295
Multidrug resistance protein 1,P08183,Duodenal Ulcer,C0013295
Interleukin-1 beta,P01584,Duodenal Ulcer,C0013295
E-selectin,P16581,Duodenal Ulcer,C0013295
Myeloperoxidase,P05164,Duodenal Ulcer,C0013295
Lymphotoxin-alpha,P01374,Duodenal Ulcer,C0013295
Stromelysin-1,P08254,Duodenal Ulcer,C0013295
Toll-like receptor 2,O60603,Duodenal Ulcer,C0013295
Toll-like receptor 9,Q9NR96,Duodenal Ulcer,C0013295
Cystic fibrosis transmembrane conductance regulator,P13569,Duodenal Ulcer,C0013295
Thymidylate kinase,P23919,Duodenal Ulcer,C0013295
Macrophage migration inhibitory factor,P14174,Duodenal Ulcer,C0013295
"HLA class II histocompatibility antigen, DRB1-15 beta chain",P01911,Duodenal Ulcer,C0013295
Histamine N-methyltransferase,P50135,Duodenal Ulcer,C0013295
Toll-like receptor 4,O00206,Duodenal Ulcer,C0013295
Protein disulfide-isomerase,P07237,Duodenal Ulcer,C0013295
Interleukin-10,P22301,Duodenal Ulcer,C0013295
Cellular tumor antigen p53,P04637,Duodenal Ulcer,C0013295
Signal transducer and activator of transcription 3,P40763,Duodenal Ulcer,C0013295
"HLA class I histocompatibility antigen, A-3 alpha chain",P04439,Duodenal Ulcer,C0013295
"HLA class I histocompatibility antigen, A-3 alpha chain",P04439,Duodenal Ulcer,C0013295
Mucin-1,P15941,Duodenal Ulcer,C0013295
Cytochrome P450 2C19,P33261,Duodenal Ulcer,C0013295
Matrilysin,P09237,Duodenal Ulcer,C0013295
Disintegrin and metalloproteinase domain-containing protein 17,P78536,Duodenal Ulcer,C0013295
"HLA class II histocompatibility antigen, DQ beta 1 chain",P01920,Duodenal Ulcer,C0013295
Interleukin-1 alpha,P01583,Duodenal Ulcer,C0013295
Interleukin-1 receptor antagonist protein,P18510,Duodenal Ulcer,C0013295
"HLA class II histocompatibility antigen, DRB1-15 beta chain",P01911,Duodenal Ulcer,C0013295
Transferrin receptor protein 1,P02786,Duodenal Ulcer,C0013295
Natural resistance-associated macrophage protein 2,P49281,Duodenal Ulcer,C0013295
Transferrin receptor protein 1,P02786,Duodenal Ulcer,C0013295
Protein S100-A8,P05109,Duodenal Ulcer,C0013295
"60 kDa heat shock protein, mitochondrial",P10809,Duodenal Ulcer,C0013295
Heat shock-related 70 kDa protein 2,P54652,Duodenal Ulcer,C0013295
Heat shock 70 kDa protein 4,P34932,Duodenal Ulcer,C0013295
Gastrin,P01350,Duodenal Ulcer,C0013295
Mitogen-activated protein kinase 1,P28482,Duodenal Ulcer,C0013295
Mitogen-activated protein kinase 1,P28482,Duodenal Ulcer,C0013295
Mitogen-activated protein kinase 14,Q16539,Duodenal Ulcer,C0013295
Glutathione S-transferase Mu 1,P09488,Duodenal Ulcer,C0013295
Glutathione S-transferase theta-1,P30711,Duodenal Ulcer,C0013295
Muscarinic acetylcholine receptor M3,P20309,Trigeminal Neuralgia,C0040997
Matrix metalloproteinase-9,P14780,Trigeminal Neuralgia,C0040997
Estrogen receptor,P03372,Trigeminal Neuralgia,C0040997
Androgen receptor,P10275,Trigeminal Neuralgia,C0040997
Plasminogen activator inhibitor 1,P05121,Trigeminal Neuralgia,C0040997
Tyrosinase,P14679,Trigeminal Neuralgia,C0040997
"Glutamate receptor ionotropic, NMDA 1",Q05586,Trigeminal Neuralgia,C0040997
Calmodulin,P0DP23,Trigeminal Neuralgia,C0040997
Calmodulin,P0DP23,Trigeminal Neuralgia,C0040997
Calmodulin,P0DP23,Trigeminal Neuralgia,C0040997
Antizyme inhibitor 2,Q96A70,Trigeminal Neuralgia,C0040997
Receptor tyrosine-protein kinase erbB-2,P04626,Trigeminal Neuralgia,C0040997
Serum albumin,P02768,Trigeminal Neuralgia,C0040997
Tumor necrosis factor,P01375,Trigeminal Neuralgia,C0040997
Translocator protein,P30536,Trigeminal Neuralgia,C0040997
Sodium-dependent serotonin transporter,P31645,Trigeminal Neuralgia,C0040997
Epidermal growth factor receptor,P00533,Trigeminal Neuralgia,C0040997
Cyclin-dependent-like kinase 5,Q00535,Trigeminal Neuralgia,C0040997
Interleukin-6,P05231,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 1,P28482,Trigeminal Neuralgia,C0040997
Spermine synthase,P52788,Trigeminal Neuralgia,C0040997
Catenin beta-1,P35222,Trigeminal Neuralgia,C0040997
Fibroblast growth factor 2,P09038,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 14,Q16539,Trigeminal Neuralgia,C0040997
Interleukin-1 beta,P01584,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 3,P27361,Trigeminal Neuralgia,C0040997
Calcitonin gene-related peptide 1,P06881,Trigeminal Neuralgia,C0040997
Carboxypeptidase E,P16870,Trigeminal Neuralgia,C0040997
Proto-oncogene c-Fos,P01100,Trigeminal Neuralgia,C0040997
Serine/threonine-protein kinase pim-1,P11309,Trigeminal Neuralgia,C0040997
Poly [ADP-ribose] polymerase 1,P09874,Trigeminal Neuralgia,C0040997
Calreticulin,P27797,Trigeminal Neuralgia,C0040997
Acidic amino acid decarboxylase GADL1,Q6ZQY3,Trigeminal Neuralgia,C0040997
CAD protein,P27708,Trigeminal Neuralgia,C0040997
Tyrosine-protein kinase JAK2,O60674,Trigeminal Neuralgia,C0040997
Cytochrome P450 3A4,P08684,Trigeminal Neuralgia,C0040997
Nucleoside diphosphate kinase A,P15531,Trigeminal Neuralgia,C0040997
Anthrax toxin receptor 2,P58335,Trigeminal Neuralgia,C0040997
Metalloproteinase inhibitor 3,P35625,Trigeminal Neuralgia,C0040997
Cellular tumor antigen p53,P04637,Trigeminal Neuralgia,C0040997
Brain-derived neurotrophic factor,P23560,Trigeminal Neuralgia,C0040997
Programmed cell death 1 ligand 1,Q9NZQ7,Trigeminal Neuralgia,C0040997
Signal transducer and activator of transcription 3,P40763,Trigeminal Neuralgia,C0040997
Mucin-1,P15941,Trigeminal Neuralgia,C0040997
Alpha-1-acid glycoprotein 2,P19652,Trigeminal Neuralgia,C0040997
Pannexin-1,Q96RD7,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 9,P45984,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 8,P45983,Trigeminal Neuralgia,C0040997
Cyclin-dependent kinase 5 activator 1,Q15078,Trigeminal Neuralgia,C0040997
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,Trigeminal Neuralgia,C0040997
Myc proto-oncogene protein,P01106,Trigeminal Neuralgia,C0040997
"Glutamate receptor ionotropic, NMDA 1",Q05586,Trigeminal Neuralgia,C0040997
Cytochrome P450 3A4,P08684,Trigeminal Neuralgia,C0040997
Alpha-1-acid glycoprotein 2,P19652,Trigeminal Neuralgia,C0040997
Muscarinic acetylcholine receptor M3,P20309,Trigeminal Neuralgia,C0040997
Protein kinase C gamma type,P05129,Trigeminal Neuralgia,C0040997
Proto-oncogene c-Fos,P01100,Trigeminal Neuralgia,C0040997
"Glutamate receptor ionotropic, NMDA 1",Q05586,Trigeminal Neuralgia,C0040997
Calmodulin-2,P0DP24,Trigeminal Neuralgia,C0040997
Calmodulin-2,P0DP24,Trigeminal Neuralgia,C0040997
Calmodulin-2,P0DP24,Trigeminal Neuralgia,C0040997
Calmodulin-3,P0DP25,Trigeminal Neuralgia,C0040997
Calmodulin-3,P0DP25,Trigeminal Neuralgia,C0040997
Calmodulin-3,P0DP25,Trigeminal Neuralgia,C0040997
"Keratin, type I cytoskeletal 14",P02533,Trigeminal Neuralgia,C0040997
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,Trigeminal Neuralgia,C0040997
Transient receptor potential cation channel subfamily V member 4,Q9HBA0,Trigeminal Neuralgia,C0040997
Protein kinase C gamma type,P05129,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 1,P28482,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 3,P27361,Trigeminal Neuralgia,C0040997
P2X purinoceptor 3,P56373,Trigeminal Neuralgia,C0040997
P2X purinoceptor 7,Q99572,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 1,P28482,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 14,Q16539,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 3,P27361,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 8,P45983,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 9,P45984,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 8,P45983,Trigeminal Neuralgia,C0040997
Mitogen-activated protein kinase 9,P45984,Trigeminal Neuralgia,C0040997
ATP-citrate synthase,P53396,Trigeminal Neuralgia,C0040997
"Nitric oxide synthase, inducible",P35228,Inflammatory Bowel Diseases,C0021390
Prostaglandin G/H synthase 1,P23219,Inflammatory Bowel Diseases,C0021390
Collagen alpha-1(I) chain,P02452,Inflammatory Bowel Diseases,C0021390
Coagulation factor V,P12259,Inflammatory Bowel Diseases,C0021390
Prothrombin,P00734,Inflammatory Bowel Diseases,C0021390
Matrix metalloproteinase-9,P14780,Inflammatory Bowel Diseases,C0021390
Cannabinoid receptor 1,P21554,Inflammatory Bowel Diseases,C0021390
B-lymphocyte antigen CD20,P11836,Inflammatory Bowel Diseases,C0021390
"Nitric oxide synthase, brain",P29475,Inflammatory Bowel Diseases,C0021390
Peroxisome proliferator-activated receptor alpha,Q07869,Inflammatory Bowel Diseases,C0021390
Nuclear receptor subfamily 0 group B member 1,P51843,Inflammatory Bowel Diseases,C0021390
Hypoxanthine-guanine phosphoribosyltransferase,P00492,Inflammatory Bowel Diseases,C0021390
Ferritin light chain,P02792,Inflammatory Bowel Diseases,C0021390
Pyruvate kinase PKM,P14618,Inflammatory Bowel Diseases,C0021390
Cannabinoid receptor 2,P34972,Inflammatory Bowel Diseases,C0021390
Sterol O-acyltransferase 1,P35610,Inflammatory Bowel Diseases,C0021390
Solute carrier family 22 member 5,O76082,Inflammatory Bowel Diseases,C0021390
Tryptophan 5-hydroxylase 1,P17752,Inflammatory Bowel Diseases,C0021390
Estrogen receptor,P03372,Inflammatory Bowel Diseases,C0021390
Interleukin-3,P08700,Inflammatory Bowel Diseases,C0021390
Corticosteroid 11-beta-dehydrogenase isozyme 2,P80365,Inflammatory Bowel Diseases,C0021390
Dopamine beta-hydroxylase,P09172,Inflammatory Bowel Diseases,C0021390
Toll-like receptor 7,Q9NYK1,Inflammatory Bowel Diseases,C0021390
D-3-phosphoglycerate dehydrogenase,O43175,Inflammatory Bowel Diseases,C0021390
Vascular endothelial growth factor A,P15692,Inflammatory Bowel Diseases,C0021390
L-serine dehydratase/L-threonine deaminase,P20132,Inflammatory Bowel Diseases,C0021390
Sodium channel protein type 10 subunit alpha,Q9Y5Y9,Inflammatory Bowel Diseases,C0021390
Sodium channel protein type 11 subunit alpha,Q9UI33,Inflammatory Bowel Diseases,C0021390
Monocarboxylate transporter 5,O15374,Inflammatory Bowel Diseases,C0021390
Mitochondrial ornithine transporter 1,Q9Y619,Inflammatory Bowel Diseases,C0021390
Plasminogen,P00747,Inflammatory Bowel Diseases,C0021390
Peroxisome proliferator-activated receptor gamma,P37231,Inflammatory Bowel Diseases,C0021390
Angiotensin-converting enzyme,P12821,Inflammatory Bowel Diseases,C0021390
"Tryptophan--tRNA ligase, cytoplasmic",P23381,Inflammatory Bowel Diseases,C0021390
Lipoprotein lipase,P06858,Inflammatory Bowel Diseases,C0021390
Plasminogen activator inhibitor 1,P05121,Inflammatory Bowel Diseases,C0021390
Adenosine receptor A2b,P29275,Inflammatory Bowel Diseases,C0021390
Apoptosis regulator Bcl-2,P10415,Inflammatory Bowel Diseases,C0021390
Arachidonate 5-lipoxygenase,P09917,Inflammatory Bowel Diseases,C0021390
5'-AMP-activated protein kinase subunit beta-1,Q9Y478,Inflammatory Bowel Diseases,C0021390
SEC14-like protein 2,O76054,Inflammatory Bowel Diseases,C0021390
"Trifunctional enzyme subunit alpha, mitochondrial",P40939,Inflammatory Bowel Diseases,C0021390
Prostaglandin G/H synthase 2,P35354,Inflammatory Bowel Diseases,C0021390
"Nitric oxide synthase, endothelial",P29474,Inflammatory Bowel Diseases,C0021390
Renin,P00797,Inflammatory Bowel Diseases,C0021390
Kynurenine--oxoglutarate transaminase 1,Q16773,Inflammatory Bowel Diseases,C0021390
Arachidonate 15-lipoxygenase,P16050,Inflammatory Bowel Diseases,C0021390
GMP synthase [glutamine-hydrolyzing],P49915,Inflammatory Bowel Diseases,C0021390
Carbonic anhydrase 2,P00918,Inflammatory Bowel Diseases,C0021390
Cystathionine beta-synthase,P35520,Inflammatory Bowel Diseases,C0021390
Cystathionine beta-synthase,P35520,Inflammatory Bowel Diseases,C0021390
Corticosteroid 11-beta-dehydrogenase isozyme 1,P28845,Inflammatory Bowel Diseases,C0021390
Cytochrome c oxidase subunit 1,P00395,Inflammatory Bowel Diseases,C0021390
"Acetyl-coenzyme A synthetase, cytoplasmic",Q9NR19,Inflammatory Bowel Diseases,C0021390
Amiloride-sensitive amine oxidase [copper-containing],P19801,Inflammatory Bowel Diseases,C0021390
Adenosine receptor A3,P0DMS8,Inflammatory Bowel Diseases,C0021390
Vitamin K-dependent protein C,P04070,Inflammatory Bowel Diseases,C0021390
Substance-P receptor,P25103,Inflammatory Bowel Diseases,C0021390
Neutrophil elastase,P08246,Inflammatory Bowel Diseases,C0021390
Ornithine decarboxylase,P11926,Inflammatory Bowel Diseases,C0021390
"Carnitine O-palmitoyltransferase 1, liver isoform",P50416,Inflammatory Bowel Diseases,C0021390
Intermediate conductance calcium-activated potassium channel protein 4,O15554,Inflammatory Bowel Diseases,C0021390
Annexin A1,P04083,Inflammatory Bowel Diseases,C0021390
Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Q9UN76,Inflammatory Bowel Diseases,C0021390
Acetylcholinesterase,P22303,Inflammatory Bowel Diseases,C0021390
RAC-alpha serine/threonine-protein kinase,P31749,Inflammatory Bowel Diseases,C0021390
Calcitonin receptor,P30988,Inflammatory Bowel Diseases,C0021390
Integrin alpha-IIb,P08514,Inflammatory Bowel Diseases,C0021390
"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",O15528,Inflammatory Bowel Diseases,C0021390
Caspase-1,P29466,Inflammatory Bowel Diseases,C0021390
Monocarboxylate transporter 4,O15427,Inflammatory Bowel Diseases,C0021390
Interferon gamma receptor 2,P38484,Inflammatory Bowel Diseases,C0021390
Sodium-dependent noradrenaline transporter,P23975,Inflammatory Bowel Diseases,C0021390
Extracellular calcium-sensing receptor,P41180,Inflammatory Bowel Diseases,C0021390
Receptor tyrosine-protein kinase erbB-2,P04626,Inflammatory Bowel Diseases,C0021390
Integrin alpha-L,P20701,Inflammatory Bowel Diseases,C0021390
Serum albumin,P02768,Inflammatory Bowel Diseases,C0021390
Proton-coupled amino acid transporter 1,Q7Z2H8,Inflammatory Bowel Diseases,C0021390
Glyceraldehyde-3-phosphate dehydrogenase,P04406,Inflammatory Bowel Diseases,C0021390
Atrial natriuretic peptide receptor 1,P16066,Inflammatory Bowel Diseases,C0021390
Cationic amino acid transporter 2,P52569,Inflammatory Bowel Diseases,C0021390
Interleukin-1 receptor type 1,P14778,Inflammatory Bowel Diseases,C0021390
Spermine oxidase,Q9NWM0,Inflammatory Bowel Diseases,C0021390
Glutamate carboxypeptidase 2,Q04609,Inflammatory Bowel Diseases,C0021390
Mitochondrial carnitine/acylcarnitine carrier protein,O43772,Inflammatory Bowel Diseases,C0021390
Integrin alpha-4,P13612,Inflammatory Bowel Diseases,C0021390
"Isobutyryl-CoA dehydrogenase, mitochondrial",Q9UKU7,Inflammatory Bowel Diseases,C0021390
Acetyl-CoA carboxylase 1,Q13085,Inflammatory Bowel Diseases,C0021390
Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,P15509,Inflammatory Bowel Diseases,C0021390
Serine/threonine-protein kinase B-raf,P15056,Inflammatory Bowel Diseases,C0021390
Hydroxycarboxylic acid receptor 2,Q8TDS4,Inflammatory Bowel Diseases,C0021390
Long-chain-fatty-acid--CoA ligase 1,P33121,Inflammatory Bowel Diseases,C0021390
72 kDa type IV collagenase,P08253,Inflammatory Bowel Diseases,C0021390
Interleukin-2 receptor subunit beta,P14784,Inflammatory Bowel Diseases,C0021390
