Drug name,DrugBank ID,ProteinName,UniProt ID
Naproxen,DB00788,Prostaglandin G/H synthase 2,P35354
Naproxen,DB00788,Peptostreptococcal albumin-binding protein,Q51911
Naratriptan,DB00952,5-hydroxytryptamine receptor 1F,P30939
Naratriptan,DB00952,5-hydroxytryptamine receptor 1D,P28221
Naratriptan,DB00952,5-hydroxytryptamine receptor 1B,P28222
Naratriptan,DB00952,5-hydroxytryptamine receptor 1A,P08908
Nateglinide,DB00731,ATP-binding cassette sub-family C member 8,Q09428
Nateglinide,DB00731,Peroxisome proliferator-activated receptor gamma,P37231
Nebivolol,DB04861,Beta-1 adrenergic receptor,P08588
Nebivolol,DB04861,Beta-2 adrenergic receptor,P07550
Nebivolol,DB04861,Beta-3 adrenergic receptor,P13945
Nedocromil,DB00716,Cysteinyl leukotriene receptor 1,Q9Y271
Nedocromil,DB00716,Cysteinyl leukotriene receptor 2,Q9NS75
Nedocromil,DB00716,fMet-Leu-Phe receptor,P21462
Nedocromil,DB00716,Prostaglandin D2 receptor,Q13258
Nedocromil,DB00716,Heat shock protein HSP 90-alpha,P07900
Neostigmine,DB01400,Acetylcholinesterase,P22303
Niacin,DB00627,Hydroxycarboxylic acid receptor 3,P49019
Niacin,DB00627,Hydroxycarboxylic acid receptor 2,Q8TDS4
Niacin,DB00627,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Q15274
Niacin,DB00627,Nicotinamide N-methyltransferase,P40261
Nicardipine,DB00622,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Nicardipine,DB00622,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Nicardipine,DB00622,Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289
Nicardipine,DB00622,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Nicardipine,DB00622,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",P54750
Nicardipine,DB00622,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Q01064
Nicardipine,DB00622,Alpha-1A adrenergic receptor,P35348
Nicardipine,DB00622,Alpha-1B adrenergic receptor,P35368
Nicardipine,DB00622,Alpha-1D adrenergic receptor,P25100
Nicardipine,DB00622,Muscarinic acetylcholine receptor M1,P11229
Nicardipine,DB00622,Muscarinic acetylcholine receptor M2,P08172
Nicardipine,DB00622,Muscarinic acetylcholine receptor M3,P20309
Nicardipine,DB00622,Muscarinic acetylcholine receptor M4,P08173
Nicardipine,DB00622,Muscarinic acetylcholine receptor M5,P08912
Nicardipine,DB00622,Calmodulin,P0DP23
Nifedipine,DB01115,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Nifedipine,DB01115,Nuclear receptor subfamily 1 group I member 2,O75469
Nifedipine,DB01115,Calmodulin,P0DP23
Nifedipine,DB01115,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Nifedipine,DB01115,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Nifedipine,DB01115,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Nifedipine,DB01115,Potassium voltage-gated channel subfamily D member 3,Q9UK17
Nifedipine,DB01115,Voltage-dependent T-type calcium channel subunit alpha-1G,O43497
Nifedipine,DB01115,Voltage-dependent T-type calcium channel subunit alpha-1H,O95180
Nifedipine,DB01115,Voltage-dependent T-type calcium channel subunit alpha-1I,Q9P0X4
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit alpha-1F,O60840
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit beta-1,Q02641
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit beta-3,P54284
Nimodipine,DB00393,Voltage-dependent L-type calcium channel subunit beta-4,O00305
Nimodipine,DB00393,Mineralocorticoid receptor,P08235
Nimodipine,DB00393,Aryl hydrocarbon receptor,P35869
Nisoldipine,DB00401,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Nisoldipine,DB00401,Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289
Nisoldipine,DB00401,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Nisoldipine,DB00401,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Nisoldipine,DB00401,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Nitroglycerin,DB00727,Atrial natriuretic peptide receptor 1,P16066
Nitroprusside,DB00325,Atrial natriuretic peptide receptor 1,P16066
Nizatidine,DB00585,Histamine H2 receptor,P25021
Norepinephrine,DB00368,Alpha-1A adrenergic receptor,P35348
Norepinephrine,DB00368,Alpha-1B adrenergic receptor,P35368
Norepinephrine,DB00368,Alpha-1D adrenergic receptor,P25100
Norepinephrine,DB00368,Alpha-2A adrenergic receptor,P08913
Norepinephrine,DB00368,Alpha-2B adrenergic receptor,P18089
Norepinephrine,DB00368,Beta-1 adrenergic receptor,P08588
Norepinephrine,DB00368,Alpha-2C adrenergic receptor,P18825
Norepinephrine,DB00368,Beta-2 adrenergic receptor,P07550
Norepinephrine,DB00368,Beta-3 adrenergic receptor,P13945
Norepinephrine,DB00368,Phenylalanine-4-hydroxylase,P00439
Norepinephrine,DB00368,Synaptic vesicular amine transporter,Q05940
Norepinephrine,DB00368,Chromaffin granule amine transporter,P54219
Norgestimate,DB00957,Progesterone receptor,P06401
Norgestimate,DB00957,Androgen receptor,P10275
Norgestimate,DB00957,Estrogen receptor,P03372
Nortriptyline,DB00540,Sodium-dependent noradrenaline transporter,P23975
Nortriptyline,DB00540,Sodium-dependent serotonin transporter,P31645
Nortriptyline,DB00540,5-hydroxytryptamine receptor 2A,P28223
Nortriptyline,DB00540,5-hydroxytryptamine receptor 1A,P08908
Nortriptyline,DB00540,Histamine H1 receptor,P35367
Nortriptyline,DB00540,Alpha-1A adrenergic receptor,P35348
Nortriptyline,DB00540,Alpha-1D adrenergic receptor,P25100
Nortriptyline,DB00540,5-hydroxytryptamine receptor 2C,P28335
Nortriptyline,DB00540,Alpha-1B adrenergic receptor,P35368
Nortriptyline,DB00540,Alpha-2A adrenergic receptor,P08913
Nortriptyline,DB00540,Alpha-2B adrenergic receptor,P18089
Nortriptyline,DB00540,Alpha-2C adrenergic receptor,P18825
Nortriptyline,DB00540,Beta-1 adrenergic receptor,P08588
Nortriptyline,DB00540,Beta-2 adrenergic receptor,P07550
Nortriptyline,DB00540,Beta-3 adrenergic receptor,P13945
Nortriptyline,DB00540,D(2) dopamine receptor,P14416
Nortriptyline,DB00540,Membrane-associated progesterone receptor component 1,O00264
Nortriptyline,DB00540,Sigma non-opioid intracellular receptor 1,Q99720
Nortriptyline,DB00540,5-hydroxytryptamine receptor 2C,P08909
Nortriptyline,DB00540,Muscarinic acetylcholine receptor M1,P11229
Nortriptyline,DB00540,Muscarinic acetylcholine receptor M2,P08172
Nortriptyline,DB00540,Muscarinic acetylcholine receptor M3,P20309
Nortriptyline,DB00540,Muscarinic acetylcholine receptor M4,P08173
Nortriptyline,DB00540,Muscarinic acetylcholine receptor M5,P08912
Ofloxacin,DB01165,DNA gyrase subunit A,P43700
Ofloxacin,DB01165,DNA topoisomerase 4 subunit A,P43702
Ofloxacin,DB01165,DNA topoisomerase 2-alpha,P11388
Olanzapine,DB00334,5-hydroxytryptamine receptor 2A,P28223
Olanzapine,DB00334,D(2) dopamine receptor,P14416
Olanzapine,DB00334,D(1A) dopamine receptor,P21728
Olanzapine,DB00334,D(1B) dopamine receptor,P21918
Olanzapine,DB00334,D(4) dopamine receptor,P21917
Olanzapine,DB00334,5-hydroxytryptamine receptor 2C,P28335
Olanzapine,DB00334,D(3) dopamine receptor,P35462
Olanzapine,DB00334,5-hydroxytryptamine receptor 3A,P46098
Olanzapine,DB00334,5-hydroxytryptamine receptor 6,P50406
Olanzapine,DB00334,Histamine H1 receptor,P35367
Olanzapine,DB00334,Alpha-1A adrenergic receptor,P35348
Olanzapine,DB00334,Alpha-1B adrenergic receptor,P35368
Olanzapine,DB00334,Muscarinic acetylcholine receptor M1,P11229
Olanzapine,DB00334,Muscarinic acetylcholine receptor M2,P08172
Olanzapine,DB00334,Muscarinic acetylcholine receptor M3,P20309
Olanzapine,DB00334,Muscarinic acetylcholine receptor M4,P08173
Olanzapine,DB00334,D(1A) dopamine receptor,P21728
Olanzapine,DB00334,D(1B) dopamine receptor,P21918
Olanzapine,DB00334,Beta-1 adrenergic receptor,P08588
Olanzapine,DB00334,Beta-2 adrenergic receptor,P07550
Olanzapine,DB00334,Beta-3 adrenergic receptor,P13945
Olanzapine,DB00334,5-hydroxytryptamine receptor 1A,P08908
Olanzapine,DB00334,5-hydroxytryptamine receptor 1B,P28222
Olanzapine,DB00334,5-hydroxytryptamine receptor 1D,P28221
Olanzapine,DB00334,5-hydroxytryptamine receptor 1E,P28566
Olanzapine,DB00334,5-hydroxytryptamine receptor 1F,P30939
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit alpha-1,P14867
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit alpha-2,P47869
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit alpha-3,P34903
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit alpha-5,P31644
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit gamma-1,Q8N1C3
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit gamma-2,P18507
Olanzapine,DB00334,Gamma-aminobutyric acid receptor subunit gamma-3,Q99928
Olmesartan,DB00275,Type-1 angiotensin II receptor,P30556
Omeprazole,DB00338,Potassium-transporting ATPase alpha chain 1,P20648
Omeprazole,DB00338,Aryl hydrocarbon receptor,P35869
Ondansetron,DB00904,5-hydroxytryptamine receptor 3A,P46098
Ondansetron,DB00904,5-hydroxytryptamine receptor 4,Q13639
Ondansetron,DB00904,Mu-type opioid receptor,P35372
Ondansetron,DB00904,5-hydroxytryptamine receptor 1A,P08908
Ondansetron,DB00904,5-hydroxytryptamine receptor 1B,P28222
Orciprenaline,DB00816,Beta-2 adrenergic receptor,P07550
Orlistat,DB01083,Pancreatic triacylglycerol lipase,P16233
Orlistat,DB01083,Gastric triacylglycerol lipase,P07098
Orlistat,DB01083,Fatty acid synthase,P49327
Orphenadrine,DB01173,"Glutamate receptor ionotropic, NMDA 2D",O15399
Orphenadrine,DB01173,"Glutamate receptor ionotropic, NMDA 1",Q05586
Orphenadrine,DB01173,"Glutamate receptor ionotropic, NMDA 3B",O60391
Orphenadrine,DB01173,"Glutamate receptor ionotropic, NMDA 3A",Q8TCU5
Orphenadrine,DB01173,Histamine H1 receptor,P35367
Orphenadrine,DB01173,Sodium-dependent noradrenaline transporter,P23975
Orphenadrine,DB01173,Sodium channel protein type 10 subunit alpha,Q9Y5Y9
Oxaprozin,DB00991,Prostaglandin G/H synthase 1,P23219
Oxaprozin,DB00991,Prostaglandin G/H synthase 2,P35354
Oxcarbazepine,DB00776,Sodium channel protein type 1 subunit alpha,P35498
Oxcarbazepine,DB00776,Sodium channel protein type 10 subunit alpha,Q9Y5Y9
Oxcarbazepine,DB00776,Sodium channel protein type 11 subunit alpha,Q9UI33
Oxcarbazepine,DB00776,Sodium channel protein type 2 subunit alpha,Q99250
Oxcarbazepine,DB00776,Sodium channel protein type 3 subunit alpha,Q9NY46
Oxcarbazepine,DB00776,Sodium channel protein type 4 subunit alpha,P35499
Oxcarbazepine,DB00776,Sodium channel protein type 5 subunit alpha,Q14524
Oxcarbazepine,DB00776,Sodium channel protein type 7 subunit alpha,Q01118
Oxcarbazepine,DB00776,Sodium channel protein type 8 subunit alpha,Q9UQD0
Oxcarbazepine,DB00776,Sodium channel protein type 9 subunit alpha,Q15858
Oxcarbazepine,DB00776,Sodium channel subunit beta-1,Q07699
Oxcarbazepine,DB00776,Sodium channel subunit beta-2,O60939
Oxcarbazepine,DB00776,Sodium channel subunit beta-3,Q9NY72
Oxcarbazepine,DB00776,Sodium channel subunit beta-4,Q8IWT1
Oxybutynin,DB01062,Muscarinic acetylcholine receptor M3,P20309
Oxybutynin,DB01062,Muscarinic acetylcholine receptor M2,P08172
Oxybutynin,DB01062,Muscarinic acetylcholine receptor M1,P11229
Oxycodone,DB00497,Delta-type opioid receptor,P41143
Oxycodone,DB00497,Kappa-type opioid receptor,P41145
Oxycodone,DB00497,Mu-type opioid receptor,P35372
Oxymorphone,DB01192,Mu-type opioid receptor,P35372
Oxymorphone,DB01192,Delta-type opioid receptor,P41143
Paclitaxel,DB01229,Tubulin beta-1 chain,Q9H4B7
Paclitaxel,DB01229,Apoptosis regulator Bcl-2,P10415
Paclitaxel,DB01229,Microtubule-associated protein 4,P27816
Paclitaxel,DB01229,Microtubule-associated protein 2,P11137
Paclitaxel,DB01229,Microtubule-associated protein tau,P10636
Paclitaxel,DB01229,Nuclear receptor subfamily 1 group I member 2,O75469
Paliperidone,DB01267,5-hydroxytryptamine receptor 2A,P28223
Paliperidone,DB01267,D(2) dopamine receptor,P14416
Paliperidone,DB01267,Histamine H1 receptor,P35367
Paliperidone,DB01267,Alpha-1A adrenergic receptor,P35348
Paliperidone,DB01267,Alpha-1B adrenergic receptor,P35368
Paliperidone,DB01267,D(4) dopamine receptor,P21917
Paliperidone,DB01267,5-hydroxytryptamine receptor 1D,P28221
Paliperidone,DB01267,D(3) dopamine receptor,P35462
Paliperidone,DB01267,5-hydroxytryptamine receptor 2C,P28335
Paliperidone,DB01267,Alpha-2A adrenergic receptor,P08913
Paliperidone,DB01267,Alpha-2B adrenergic receptor,P18089
Paliperidone,DB01267,Alpha-2C adrenergic receptor,P18825
Paliperidone,DB01267,5-hydroxytryptamine receptor 1A,P08908
Paliperidone,DB01267,D(1A) dopamine receptor,P21728
Paliperidone,DB01267,5-hydroxytryptamine receptor 7,P34969
Palmitic Acid,DB03796,Rhodopsin,P08100
Palmitic Acid,DB03796,Cytochrome P450 2C8,P10632
Palmitic Acid,DB03796,Hepatocyte nuclear factor 4-gamma,Q14541
Palmitic Acid,DB03796,Lipid binding protein,P83812
Palmitic Acid,DB03796,Trafficking protein particle complex subunit 3,O43617
Palmitic Acid,DB03796,Fatty acid-binding protein TM_1468,Q9X1H9
Palmitic Acid,DB03796,Glycodelin,P09466
Palmitic Acid,DB03796,Myelin P2 protein,P02689
Palmitic Acid,DB03796,Palmitoyl-protein thioesterase 1,P50897
Palmitic Acid,DB03796,Alpha-lactalbumin,P00709
Palmitic Acid,DB03796,Peroxisome proliferator-activated receptor alpha,Q07869
Pantoprazole,DB00213,Potassium-transporting ATPase alpha chain 1,P20648
Pantoprazole,DB00213,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",O94760
Papaverine,DB01113,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Q07343
Papaverine,DB01113,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Q9Y233
Paroxetine,DB00715,Sodium-dependent serotonin transporter,P31645
Paroxetine,DB00715,Sodium-dependent noradrenaline transporter,P23975
Paroxetine,DB00715,5-hydroxytryptamine receptor 2A,P28223
Paroxetine,DB00715,Alpha-1A adrenergic receptor,P35348
Paroxetine,DB00715,Alpha-1B adrenergic receptor,P35368
Paroxetine,DB00715,Alpha-1D adrenergic receptor,P25100
Paroxetine,DB00715,Alpha-2A adrenergic receptor,P08913
Paroxetine,DB00715,Alpha-2B adrenergic receptor,P18089
Paroxetine,DB00715,Alpha-2C adrenergic receptor,P18825
Paroxetine,DB00715,Beta-1 adrenergic receptor,P08588
Paroxetine,DB00715,Beta-2 adrenergic receptor,P07550
Paroxetine,DB00715,Beta-3 adrenergic receptor,P13945
Paroxetine,DB00715,D(2) dopamine receptor,P14416
Paroxetine,DB00715,Histamine H1 receptor,P35367
Paroxetine,DB00715,5-hydroxytryptamine receptor 1A,P08908
Paroxetine,DB00715,5-hydroxytryptamine receptor 1B,P28222
Paroxetine,DB00715,5-hydroxytryptamine receptor 1D,P28221
Paroxetine,DB00715,5-hydroxytryptamine receptor 1E,P28566
Paroxetine,DB00715,5-hydroxytryptamine receptor 1F,P30939
Paroxetine,DB00715,5-hydroxytryptamine receptor 2A,P28223
Paroxetine,DB00715,5-hydroxytryptamine receptor 2B,P41595
Paroxetine,DB00715,5-hydroxytryptamine receptor 2C,P28335
Paroxetine,DB00715,5-hydroxytryptamine receptor 3A,P46098
Paroxetine,DB00715,5-hydroxytryptamine receptor 3B,O95264
Paroxetine,DB00715,5-hydroxytryptamine receptor 3C,Q8WXA8
Paroxetine,DB00715,5-hydroxytryptamine receptor 3D,Q70Z44
Paroxetine,DB00715,5-hydroxytryptamine receptor 3E,A5X5Y0
Paroxetine,DB00715,5-hydroxytryptamine receptor 4,Q13639
Paroxetine,DB00715,5-hydroxytryptamine receptor 6,P50406
Paroxetine,DB00715,5-hydroxytryptamine receptor 7,P34969
Paroxetine,DB00715,Muscarinic acetylcholine receptor M1,P11229
Paroxetine,DB00715,Muscarinic acetylcholine receptor M2,P08172
Paroxetine,DB00715,Muscarinic acetylcholine receptor M3,P20309
Paroxetine,DB00715,Muscarinic acetylcholine receptor M4,P08173
Paroxetine,DB00715,Muscarinic acetylcholine receptor M5,P08912
Paroxetine,DB00715,5-hydroxytryptamine receptor 2B,P41595
Paroxetine,DB00715,D(1A) dopamine receptor,P21728
Paroxetine,DB00715,D(1B) dopamine receptor,P21918
Pemetrexed,DB00642,Thymidylate synthase,P04818
Pemetrexed,DB00642,Bifunctional purine biosynthesis protein PURH,P31939
Pemetrexed,DB00642,Dihydrofolate reductase,P00374
Pemetrexed,DB00642,Trifunctional purine biosynthetic protein adenosine-3,P22102
Penbutolol,DB01359,Beta-1 adrenergic receptor,P08588
Penbutolol,DB01359,Beta-2 adrenergic receptor,P07550
Penbutolol,DB01359,5-hydroxytryptamine receptor 1A,P08908
Penbutolol,DB01359,5-hydroxytryptamine receptor 1B,P28222
Pentazocine,DB00652,Kappa-type opioid receptor,P41145
Pentazocine,DB00652,Mu-type opioid receptor,P35372
Pentazocine,DB00652,Sigma non-opioid intracellular receptor 1,Q99720
Pentostatin,DB00552,Adenosine deaminase,P00813
Pentoxifylline,DB00806,Adenosine receptor A1,P30542
Pentoxifylline,DB00806,Adenosine receptor A2a,P29274
Pentoxifylline,DB00806,5'-nucleotidase,P21589
Pergolide,DB01186,D(2) dopamine receptor,P14416
Pergolide,DB01186,D(4) dopamine receptor,P21917
Pergolide,DB01186,D(3) dopamine receptor,P35462
Pergolide,DB01186,5-hydroxytryptamine receptor 1A,P08908
Pergolide,DB01186,5-hydroxytryptamine receptor 2B,P41595
Pergolide,DB01186,5-hydroxytryptamine receptor 2A,P28223
Pergolide,DB01186,5-hydroxytryptamine receptor 1D,P28221
Pergolide,DB01186,Alpha-2A adrenergic receptor,P08913
Pergolide,DB01186,Alpha-2B adrenergic receptor,P18089
Pergolide,DB01186,Alpha-2C adrenergic receptor,P18825
Pergolide,DB01186,D(1B) dopamine receptor,P21918
Pergolide,DB01186,D(1A) dopamine receptor,P21728
Pergolide,DB01186,5-hydroxytryptamine receptor 1B,P28222
Pergolide,DB01186,5-hydroxytryptamine receptor 2C,P28335
Pergolide,DB01186,Alpha-1A adrenergic receptor,P35348
Pergolide,DB01186,Alpha-1B adrenergic receptor,P35368
Pergolide,DB01186,Alpha-1D adrenergic receptor,P25100
Perindopril,DB00790,Angiotensin-converting enzyme,P12821
Perindopril,DB00790,Secreted frizzled-related protein 4,Q6FHJ7
Phendimetrazine,DB01579,Alpha-1A adrenergic receptor,P35348
Phendimetrazine,DB01579,Sodium-dependent noradrenaline transporter,P23975
Phendimetrazine,DB01579,Alpha-1B adrenergic receptor,P35368
Phenobarbital,DB01174,Gamma-aminobutyric acid receptor subunit alpha-1,P14867
Phenobarbital,DB01174,Neuronal acetylcholine receptor subunit alpha-4,P43681
Phenobarbital,DB01174,Neuronal acetylcholine receptor subunit alpha-7,P36544
Phenobarbital,DB01174,Glutamate receptor 2,P42262
Phenobarbital,DB01174,"Glutamate receptor ionotropic, kainate 2",Q13002
Phenobarbital,DB01174,"Glutamate receptor ionotropic, NMDA 1",Q05586
